"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,TC,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Bryum,Genus,99000545,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,TC,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,1,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,1,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,2,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,2,VNA,Lophozia,Genus,99000616,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,2,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,2,VNA,Tetraphis pellucida,Species,99000360,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,2,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,UH,2,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,2,VNA,Tetraphis pellucida,Species,99000360,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,2,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,2,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,2,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,3,VNA,Cephaloziella,Genus,99000559,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,3,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,3,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Juniper Polytrichum Moss,Polytrichum juniperinum,Species,99000866,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,Wavy Dicranum,Dicranum polysetum,Species,99000334,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,SNI,SNI,VNA,VNA,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,UH,3,Broom Moss,Dicranum scoparium,Species,99000335,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,UH,3,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Lophozia,Genus,99000616,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Lepidozia reptans,Species,99000975,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Blepharostoma trichophyllum,Species,99001315,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Tritomaria exsectiformis,Species,99000712,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,4,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,1-Sep-09,JCD,DNC,DNC,LS,4,VNA,Anastrophyllum hellerianum,Species,99001272,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,VNA,Tetraphis pellucida,Species,99000360,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Plagiomnium medium,Species,99000962,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Cephaloziella,Genus,99000559,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Plagiothecium laetum,Species,99000838,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Lophozia ventricosa,Species,99001008,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Cephaloziella,Genus,99000559,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Jamesoniella autumnalis,Species,99001089,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Fuscous Moss,Dicranum fuscescens,Species,99000331,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Anastrophyllum hellerianum,Species,99001272,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Lophozia,Genus,99000616,
Rotation 1,1402,2008,09-Jul-08,MPA,15-Sep-09,JCD,DNC,DNC,LS,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1402,2008,09-Jul-08,MPA,25-Aug-08,MPA,DNC,DNC,LS,4,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,1,VNA,Leptodictyum riparium,Species,99000977,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,1,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,WSB,1,VNA,Leptobryum pyriforme,Species,99000976,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,WSB,1,VNA,Bryum,Genus,99000545,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,WSB,1,VNA,Leptobryum pyriforme,Species,99000976,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,WSB,1,VNA,Leptobryum pyriforme,Species,99000976,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,2,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,3,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,WSB,3,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,4,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,4,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,LH,5,VNA,Brachythecium,Genus,99000537,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,LH,5,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,LH,5,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,LH,5,VNA,Brachythecium,Genus,99000537,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,5,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,5,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,6,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,6,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1252,2007,22-Jul-07,MPA,VNA,VNA,JD,1-Aug-08,TD,6,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,DT,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,DT,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,DT,1,VNA,Amblystegium serpens var. juratzkanum,Variety,99001361,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,DT,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,1,Hispid Campylium Moss,Campylophyllum hispidulum,Species,99001260,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,1,VNA,Orthotrichum speciosum,Species,99000940,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LH,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LS,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LS,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LS,1,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LS,1,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,TC,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,UH,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,UH,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,UH,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,WMF,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,WMF,1,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,TC,2,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LH,3,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Orthotrichum,Genus,99000633,
Rotation 1,1355,2008,29-May-08,MLA,27-Aug-08,NBO,DNC,DNC,LH,3,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1355,2008,29-May-08,MLA,3-Aug-09,LML,DNC,DNC,LH,3,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,HB,1,Peat Moss,Sphagnum warnstorfii,Species,99000310,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,HB,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,HB,1,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,HB,1,VNA,Helodium blandowii,Species,99001055,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LH,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,LH,1,Golden Moss,Tomentypnum nitens,Species,99000763,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LH,1,Wavy Dicranum,Dicranum undulatum,Species,98286732,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LH,1,VNA,Polytrichum strictum,Species,99000872,
Rotation 1,1379,2008,07-Jul-08,MPA,20-Aug-08,RPO,DNC,DNC,LH,1,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LH,1,VNA,Hypnum pratense,Species,99001081,
Rotation 1,1379,2008,07-Jul-08,MPA,26-Aug-09,JCD,DNC,DNC,LS,1,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1379,2008,07-Jul-08,MPA,19-Aug-08,RPO,DNC,DNC,LS,1,Big Redstem,Pleurozium schreberi,Species,99000843,
