"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Stratum","Identification Date","Identification Analyst","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number","Identification Qualifier ","Qualifier Taxonomic Rank "
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,Strict Haircap,Polytrichum strictum,Species,99000872,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,VNA,Rhizomnium,Genus,99000670,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,Wooly Feather-moss,Tomentypnum nitens,Species,99000763,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,31-Jul-20,KWI2,VNA,Scorpidium cossonii,Species,99000984,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,05-May-20,KWI2,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,31-Jul-20,KWI2,Hispid Campylium Moss,Campylium stellatum,Species,99001144,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,NE,Wetland,31-Jul-20,KWI2,Wooly Feather-moss,Tomentypnum nitens,Species,99000763,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,VNA,Cephaloziella rubella,Species,99001157,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Fuscous Moss,Dicranum fragilifolium,Species,99000330,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Whip Fork Moss,Dicranum elongatum,Species,99000328,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Greenland curved-tail moss,Dicranum fuscescens,Species,99000331,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Ptilidium,Genus,99000661,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Liverworts,Marchantiophyta,Division,99000385,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Hypnaceae,Family,99000447,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Tumid Notchwort,Lophozia ventricosa,Species,99001008,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,VNA,Ptilidium,Genus,99000661,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Tumid Notchwort,Lophozia ventricosa,Species,99001008,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Fuscous Moss,Dicranum fragilifolium,Species,99000330,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Large Cut Notchwort,Tritomaria exsectiformis,Species,99000712,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,VNA,Barbilophozia binsteadii,Species,99001300,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,07-Aug-20,KWI2,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Warnstorf's Bog-moss,Sphagnum warnstorfii,Species,99000310,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,07-Aug-20,KWI2,Large Cut Notchwort,Tritomaria exsectiformis,Species,99000712,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Sickle-leaved Hook-moss,Sanionia uncinata,Species,99000804,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,17-Jun-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Large Cut Notchwort,Tritomaria exsectiformis,Species,99000712,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Strict Haircap,Polytrichum strictum,Species,99000872,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Warnstorf's Bog-moss,Sphagnum warnstorfii,Species,99000310,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Ptilidium,Genus,99000661,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Turps Pouchwort,Geocalyx graveolens,Species,99001028,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Wooly Feather-moss,Tomentypnum nitens,Species,99000763,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Strict Haircap,Polytrichum strictum,Species,99000872,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,07-Aug-20,KWI2,VNA,Barbilophozia,Genus,99000529,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,07-Aug-20,KWI2,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Broom Moss,Dicranum polysetum,Species,99000334,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Wavy Heron's-bill Moss,Dicranum undulatum,Species,98286732,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,VNA,Cephalozia,Genus,99000558,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,26-May-20,THI,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Cephaloziella rubella,Species,99001157,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Warnstorf's Bog-moss,Sphagnum warnstorfii,Species,99000310,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Wooly Feather-moss,Tomentypnum nitens,Species,99000763,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,27-May-20,THI,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,Strict Haircap,Polytrichum strictum,Species,99000872,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,31-Jul-20,KWI2,Calypogeja,Calypogeia,Genus,99000552,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Bryaceae,Family,99000494,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,04-Aug-20,KWI2,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Purple Moss,Ceratodon purpureus,Species,99000320,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,VNA,Dicranum,Genus,99000324,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Large Cut Notchwort,Tritomaria exsectiformis,Species,99000712,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,VNA,Lophozia,Genus,99000616,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,09-Oct-20,KWI2,Strict Haircap,Polytrichum strictum,Species,99000872,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,05-May-20,KWI2,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,05-May-20,KWI2,VNA,Barbilophozia hatcheri,Species,99001302,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,05-May-20,KWI2,Anomalous Flapwort,Mylia anomala,Species,99000908,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Liverworts,Marchantiophyta,Division,99000385,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,19-Aug-19,BM,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Creeping Fingerwort,Lepidozia reptans,Species,99000975,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Log/Stump,16-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Rock,VNA,VNA,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,VNA,VNA,VNA,VNA,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,20-Aug-19,KJO,Knight's Plume Moss,Ptilidium pulcherrimum,Species,99000893,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Tumid Notchwort,Lophozia ventricosa,Species,99001008,cf.,Species,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,20-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Tree/Other,05-May-20,BM,Common Hair-cap,Pohlia nutans,Species,99000859,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Wooly Feather-moss,Tomentypnum nitens,Species,99000763,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,VNA,Cephalozia,Genus,99000558,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,VNA,Pohlia,Genus,99000649,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Red-stemmed Feather-moss,Pleurozium schreberi,Species,99000843,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Cushion Moss,Dicranum spadiceum,Species,99000336,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Cushion Moss,Dicranum spadiceum,Species,99000336,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Wavy Dicranum,Dicranum scoparium,Species,99000335,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Long Forked Moss,Dicranum acutifolium,Species,99000326,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Warnstorf's Bog-moss,Sphagnum warnstorfii,Species,99000310,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Greenland curved-tail moss,Dicranum fuscescens,Species,99000331,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Cushion Moss,Dicranum spadiceum,Species,99000336,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Aspen Stocking Moss,Ptilium crista-castrensis,Species,99000894,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,05-May-20,BM,Warnstorf's Bog-moss,Sphagnum warnstorfii,Species,99000310,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Bog Bead Moss,Aulacomnium palustre,Species,99001296,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
Rotation 1,1401,2019,10-Jun-19,JSI2,SE,Upland,20-Aug-19,KJO,Stair-step Moss,Hylocomium splendens,Species,99001074,VNA,VNA,
